            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2459917.135416667, A.D. 2022-Dec-03 15:15:00.0000,  3.651260534604477E+05,  1.235738522597327E+05, -1.447568355208502E+04,
2459917.177083333, A.D. 2022-Dec-03 16:15:00.0000,  3.640964567782880E+05,  1.270795628944939E+05, -1.417659428493955E+04,
2459917.218750000, A.D. 2022-Dec-03 17:15:00.0000,  3.630336568100749E+05,  1.305740031942531E+05, -1.387620741605633E+04,
2459917.260416667, A.D. 2022-Dec-03 18:15:00.0000,  3.619377915922863E+05,  1.340568717915297E+05, -1.357455195493653E+04,
2459917.302083333, A.D. 2022-Dec-03 19:15:00.0000,  3.608090017842182E+05,  1.375278690565210E+05, -1.327165695579043E+04,
2459917.343750000, A.D. 2022-Dec-03 20:15:00.0000,  3.596474306455886E+05,  1.409866971160234E+05, -1.296755151484193E+04,
2459917.385416667, A.D. 2022-Dec-03 21:15:00.0000,  3.584532240140739E+05,  1.444330598721019E+05, -1.266226476764610E+04,
2459917.427083333, A.D. 2022-Dec-03 22:15:00.0000,  3.572265302827815E+05,  1.478666630205080E+05, -1.235582588642000E+04,
2459917.468750000, A.D. 2022-Dec-03 23:15:00.0000,  3.559675003776575E+05,  1.512872140688472E+05, -1.204826407738629E+04,
2459917.510416667, A.D. 2022-Dec-04 00:15:00.0000,  3.546762877348334E+05,  1.546944223544993E+05, -1.173960857813040E+04,
2459917.552083333, A.D. 2022-Dec-04 01:15:00.0000,  3.533530482779098E+05,  1.580879990622901E+05, -1.142988865497037E+04,
2459917.593750000, A.D. 2022-Dec-04 02:15:00.0000,  3.519979403951823E+05,  1.614676572419163E+05, -1.111913360034015E+04,
2459917.635416667, A.D. 2022-Dec-04 03:15:00.0000,  3.506111249168086E+05,  1.648331118251260E+05, -1.080737273018588E+04,
2459917.677083333, A.D. 2022-Dec-04 04:15:00.0000,  3.491927650919179E+05,  1.681840796426545E+05, -1.049463538137545E+04,
2459917.718750000, A.D. 2022-Dec-04 05:15:00.0000,  3.477430265656659E+05,  1.715202794409162E+05, -1.018095090912122E+04,
2459917.760416667, A.D. 2022-Dec-04 06:15:00.0000,  3.462620773562343E+05,  1.748414318984542E+05, -9.866348684415803E+03,
2459917.802083333, A.D. 2022-Dec-04 07:15:00.0000,  3.447500878317776E+05,  1.781472596421489E+05, -9.550858091481408E+03,
2459917.843750000, A.D. 2022-Dec-04 08:15:00.0000,  3.432072306873193E+05,  1.814374872631849E+05, -9.234508525232079E+03,
2459917.885416667, A.D. 2022-Dec-04 09:15:00.0000,  3.416336809215949E+05,  1.847118413327781E+05, -8.917329388749429E+03,
2459917.927083333, A.D. 2022-Dec-04 10:15:00.0000,  3.400296158138485E+05,  1.879700504176644E+05, -8.599350090771681E+03,
2459917.968750000, A.D. 2022-Dec-04 11:15:00.0000,  3.383952149005794E+05,  1.912118450953485E+05, -8.280600043196064E+03,
2459918.010416667, A.D. 2022-Dec-04 12:15:00.0000,  3.367306599522433E+05,  1.944369579691160E+05, -7.961108658594349E+03,
2459918.052083333, A.D. 2022-Dec-04 13:15:00.0000,  3.350361349499070E+05,  1.976451236828078E+05, -7.640905347742199E+03,
2459918.093750000, A.D. 2022-Dec-04 14:15:00.0000,  3.333118260618597E+05,  2.008360789353581E+05, -7.320019517161738E+03,
2459918.135416667, A.D. 2022-Dec-04 15:15:00.0000,  3.315579216201811E+05,  2.040095624950962E+05, -6.998480566677565E+03,
2459918.177083333, A.D. 2022-Dec-04 16:15:00.0000,  3.297746120972675E+05,  2.071653152138132E+05, -6.676317886986522E+03,
2459918.218750000, A.D. 2022-Dec-04 17:15:00.0000,  3.279620900823185E+05,  2.103030800405933E+05, -6.353560857240896E+03,
2459918.260416667, A.D. 2022-Dec-04 18:15:00.0000,  3.261205502577836E+05,  2.134226020354113E+05, -6.030238842645238E+03,
2459918.302083333, A.D. 2022-Dec-04 19:15:00.0000,  3.242501893757715E+05,  2.165236283824952E+05, -5.706381192067129E+03,
2459918.343750000, A.D. 2022-Dec-04 20:15:00.0000,  3.223512062344237E+05,  2.196059084034567E+05, -5.382017235661246E+03,
2459918.385416667, A.D. 2022-Dec-04 21:15:00.0000,  3.204238016542516E+05,  2.226691935701868E+05, -5.057176282507702E+03,
2459918.427083333, A.D. 2022-Dec-04 22:15:00.0000,  3.184681784544408E+05,  2.257132375175201E+05, -4.731887618263951E+03,
2459918.468750000, A.D. 2022-Dec-04 23:15:00.0000,  3.164845414291233E+05,  2.287377960556657E+05, -4.406180502830684E+03,
2459918.510416667, A.D. 2022-Dec-05 00:15:00.0000,  3.144730973236179E+05,  2.317426271824072E+05, -4.080084168031797E+03,
2459918.552083333, A.D. 2022-Dec-05 01:15:00.0000,  3.124340548106410E+05,  2.347274910950694E+05, -3.753627815308282E+03,
2459918.593750000, A.D. 2022-Dec-05 02:15:00.0000,  3.103676244664905E+05,  2.376921502022552E+05, -3.426840613426408E+03,
2459918.635416667, A.D. 2022-Dec-05 03:15:00.0000,  3.082740187472011E+05,  2.406363691353503E+05, -3.099751696199834E+03,
2459918.677083333, A.D. 2022-Dec-05 04:15:00.0000,  3.061534519646759E+05,  2.435599147597971E+05, -2.772390160226336E+03,
2459918.718750000, A.D. 2022-Dec-05 05:15:00.0000,  3.040061402627931E+05,  2.464625561861386E+05, -2.444785062638592E+03,
2459918.760416667, A.D. 2022-Dec-05 06:15:00.0000,  3.018323015934908E+05,  2.493440647808315E+05, -2.116965418869557E+03,
2459918.802083333, A.D. 2022-Dec-05 07:15:00.0000,  2.996321556928316E+05,  2.522042141768288E+05, -1.788960200432150E+03,
2459918.843750000, A.D. 2022-Dec-05 08:15:00.0000,  2.974059240570463E+05,  2.550427802839335E+05, -1.460798332713821E+03,
2459918.885416667, A.D. 2022-Dec-05 09:15:00.0000,  2.951538299185615E+05,  2.578595412989218E+05, -1.132508692785472E+03,
2459918.927083333, A.D. 2022-Dec-05 10:15:00.0000,  2.928760982220104E+05,  2.606542777154366E+05, -8.041201072252879E+02,
2459918.968750000, A.D. 2022-Dec-05 11:15:00.0000,  2.905729556002289E+05,  2.634267723336528E+05, -4.756613499575033E+02,
2459919.010416667, A.D. 2022-Dec-05 12:15:00.0000,  2.882446303502392E+05,  2.661768102697124E+05, -1.471611401057889E+02,
2459919.052083333, A.D. 2022-Dec-05 13:15:00.0000,  2.858913524092222E+05,  2.689041789649315E+05,  1.813518601380201E+02,
2459919.093750000, A.D. 2022-Dec-05 14:15:00.0000,  2.835133533304796E+05,  2.716086681947781E+05,  5.098490476303559E+02,
2459919.135416667, A.D. 2022-Dec-05 15:15:00.0000,  2.811108662593894E+05,  2.742900700776220E+05,  8.383018803768064E+02,
2459919.177083333, A.D. 2022-Dec-05 16:15:00.0000,  2.786841259093541E+05,  2.769481790832556E+05,  1.166681879618263E+03,
2459919.218750000, A.D. 2022-Dec-05 17:15:00.0000,  2.762333685377450E+05,  2.795827920411878E+05,  1.494960631900976E+03,
2459919.260416667, A.D. 2022-Dec-05 18:15:00.0000,  2.737588319218442E+05,  2.821937081487090E+05,  1.823109791131792E+03,
2459919.302083333, A.D. 2022-Dec-05 19:15:00.0000,  2.712607553347858E+05,  2.847807289787291E+05,  2.151101080617314E+03,
2459919.343750000, A.D. 2022-Dec-05 20:15:00.0000,  2.687393795214972E+05,  2.873436584873881E+05,  2.478906295087683E+03,
2459919.385416667, A.D. 2022-Dec-05 21:15:00.0000,  2.661949466746445E+05,  2.898823030214393E+05,  2.806497302704447E+03,
2459919.427083333, A.D. 2022-Dec-05 22:15:00.0000,  2.636277004105821E+05,  2.923964713254062E+05,  3.133846047052532E+03,
2459919.468750000, A.D. 2022-Dec-05 23:15:00.0000,  2.610378857453091E+05,  2.948859745485119E+05,  3.460924549116404E+03,
2459919.510416667, A.D. 2022-Dec-06 00:15:00.0000,  2.584257490704341E+05,  2.973506262513834E+05,  3.787704909239779E+03,
2459919.552083333, A.D. 2022-Dec-06 01:15:00.0000,  2.557915381291509E+05,  2.997902424125287E+05,  4.114159309069699E+03,
2459919.593750000, A.D. 2022-Dec-06 02:15:00.0000,  2.531355019922261E+05,  3.022046414345892E+05,  4.440260013483887E+03,
2459919.635416667, A.D. 2022-Dec-06 03:15:00.0000,  2.504578910340022E+05,  3.045936441503665E+05,  4.765979372501737E+03,
2459919.677083333, A.D. 2022-Dec-06 04:15:00.0000,  2.477589569084160E+05,  3.069570738286236E+05,  5.091289823179250E+03,
2459919.718750000, A.D. 2022-Dec-06 05:15:00.0000,  2.450389525250364E+05,  3.092947561796624E+05,  5.416163891486853E+03,
2459919.760416667, A.D. 2022-Dec-06 06:15:00.0000,  2.422981320251226E+05,  3.116065193606770E+05,  5.740574194170811E+03,
2459919.802083333, A.D. 2022-Dec-06 07:15:00.0000,  2.395367507577049E+05,  3.138921939808823E+05,  6.064493440597827E+03,
2459919.843750000, A.D. 2022-Dec-06 08:15:00.0000,  2.367550652556897E+05,  3.161516131064203E+05,  6.387894434582835E+03,
2459919.885416667, A.D. 2022-Dec-06 09:15:00.0000,  2.339533332119927E+05,  3.183846122650434E+05,  6.710750076199562E+03,
2459919.927083333, A.D. 2022-Dec-06 10:15:00.0000,  2.311318134556997E+05,  3.205910294505748E+05,  7.033033363574330E+03,
2459919.968750000, A.D. 2022-Dec-06 11:15:00.0000,  2.282907659282590E+05,  3.227707051271483E+05,  7.354717394662541E+03,
2459920.010416667, A.D. 2022-Dec-06 12:15:00.0000,  2.254304516597078E+05,  3.249234822332254E+05,  7.675775369007679E+03,
2459920.052083333, A.D. 2022-Dec-06 13:15:00.0000,  2.225511327449327E+05,  3.270492061853933E+05,  7.996180589483425E+03,
2459920.093750000, A.D. 2022-Dec-06 14:15:00.0000,  2.196530723199687E+05,  3.291477248819420E+05,  8.315906464017826E+03,
2459920.135416667, A.D. 2022-Dec-06 15:15:00.0000,  2.167365345383382E+05,  3.312188887062224E+05,  8.634926507300406E+03,
2459920.177083333, A.D. 2022-Dec-06 16:15:00.0000,  2.138017845474313E+05,  3.332625505297857E+05,  8.953214342471008E+03,
2459920.218750000, A.D. 2022-Dec-06 17:15:00.0000,  2.108490884649310E+05,  3.352785657153056E+05,  9.270743702791471E+03,
2459920.260416667, A.D. 2022-Dec-06 18:15:00.0000,  2.078787133552843E+05,  3.372667921192817E+05,  9.587488433299513E+03,
2459920.302083333, A.D. 2022-Dec-06 19:15:00.0000,  2.048909272062229E+05,  3.392270900945287E+05,  9.903422492444020E+03,
2459920.343750000, A.D. 2022-Dec-06 20:15:00.0000,  2.018859989053337E+05,  3.411593224924493E+05,  1.021851995370333E+04,
2459920.385416667, A.D. 2022-Dec-06 21:15:00.0000,  1.988641982166838E+05,  3.430633546650910E+05,  1.053275500718458E+04,
2459920.427083333, A.D. 2022-Dec-06 22:15:00.0000,  1.958257957574998E+05,  3.449390544669925E+05,  1.084610196120548E+04,
2459920.468750000, A.D. 2022-Dec-06 23:15:00.0000,  1.927710629749056E+05,  3.467862922568142E+05,  1.115853524385777E+04,
2459920.510416667, A.D. 2022-Dec-07 00:15:00.0000,  1.897002721227200E+05,  3.486049408987585E+05,  1.147002940455206E+04,
2459920.552083333, A.D. 2022-Dec-07 01:15:00.0000,  1.866136962383162E+05,  3.503948757637800E+05,  1.178055911554489E+04,
2459920.593750000, A.D. 2022-Dec-07 02:15:00.0000,  1.835116091195462E+05,  3.521559747305854E+05,  1.209009917344687E+04,
2459920.635416667, A.D. 2022-Dec-07 03:15:00.0000,  1.803942853017318E+05,  3.538881181864238E+05,  1.239862450071253E+04,
2459920.677083333, A.D. 2022-Dec-07 04:15:00.0000,  1.772620000347254E+05,  3.555911890276721E+05,  1.270611014711170E+04,
2459920.718750000, A.D. 2022-Dec-07 05:15:00.0000,  1.741150292600408E+05,  3.572650726602112E+05,  1.301253129118198E+04,
2459920.760416667, A.D. 2022-Dec-07 06:15:00.0000,  1.709536495880586E+05,  3.589096569996008E+05,  1.331786324166284E+04,
2459920.802083333, A.D. 2022-Dec-07 07:15:00.0000,  1.677781382753071E+05,  3.605248324710471E+05,  1.362208143891112E+04,
2459920.843750000, A.D. 2022-Dec-07 08:15:00.0000,  1.645887732018210E+05,  3.621104920091719E+05,  1.392516145629715E+04,
2459920.885416667, A.D. 2022-Dec-07 09:15:00.0000,  1.613858328485807E+05,  3.636665310575772E+05,  1.422707900158285E+04,
2459920.927083333, A.D. 2022-Dec-07 10:15:00.0000,  1.581695962750341E+05,  3.651928475682128E+05,  1.452780991828037E+04,
2459920.968750000, A.D. 2022-Dec-07 11:15:00.0000,  1.549403430967027E+05,  3.666893420005450E+05,  1.482733018699210E+04,
2459921.010416667, A.D. 2022-Dec-07 12:15:00.0000,  1.516983534628752E+05,  3.681559173205284E+05,  1.512561592673173E+04,
2459921.052083333, A.D. 2022-Dec-07 13:15:00.0000,  1.484439080343902E+05,  3.695924789993835E+05,  1.542264339622640E+04,
2459921.093750000, A.D. 2022-Dec-07 14:15:00.0000,  1.451772879615094E+05,  3.709989350121802E+05,  1.571838899519973E+04,
2459921.135416667, A.D. 2022-Dec-07 15:15:00.0000,  1.418987748618849E+05,  3.723751958362297E+05,  1.601282926563581E+04,
2459921.177083333, A.D. 2022-Dec-07 16:15:00.0000,  1.386086507986223E+05,  3.737211744492866E+05,  1.630594089302447E+04,
2459921.218750000, A.D. 2022-Dec-07 17:15:00.0000,  1.353071982584405E+05,  3.750367863275622E+05,  1.659770070758721E+04,
2459921.260416667, A.D. 2022-Dec-07 18:15:00.0000,  1.319947001299323E+05,  3.763219494435515E+05,  1.688808568548405E+04,
2459921.302083333, A.D. 2022-Dec-07 19:15:00.0000,  1.286714396819261E+05,  3.775765842636747E+05,  1.717707295000172E+04,
2459921.343750000, A.D. 2022-Dec-07 20:15:00.0000,  1.253377005419523E+05,  3.788006137457371E+05,  1.746463977272218E+04,
2459921.385416667, A.D. 2022-Dec-07 21:15:00.0000,  1.219937666748144E+05,  3.799939633362057E+05,  1.775076357467266E+04,
2459921.427083333, A.D. 2022-Dec-07 22:15:00.0000,  1.186399223612696E+05,  3.811565609673090E+05,  1.803542192745634E+04,
2459921.468750000, A.D. 2022-Dec-07 23:15:00.0000,  1.152764521768179E+05,  3.822883370539577E+05,  1.831859255436392E+04,
2459921.510416667, A.D. 2022-Dec-08 00:15:00.0000,  1.119036409706038E+05,  3.833892244904912E+05,  1.860025333146640E+04,
2459921.552083333, A.D. 2022-Dec-08 01:15:00.0000,  1.085217738444318E+05,  3.844591586472510E+05,  1.888038228868871E+04,
2459921.593750000, A.D. 2022-Dec-08 02:15:00.0000,  1.051311361318971E+05,  3.854980773669815E+05,  1.915895761086443E+04,
2459921.635416667, A.D. 2022-Dec-08 03:15:00.0000,  1.017320133776345E+05,  3.865059209610646E+05,  1.943595763877136E+04,
2459921.677083333, A.D. 2022-Dec-08 04:15:00.0000,  9.832469131668581E+04,  3.874826322055847E+05,  1.971136087014849E+04,
2459921.718750000, A.D. 2022-Dec-08 05:15:00.0000,  9.490945585398925E+04,  3.884281563372306E+05,  1.998514596069389E+04,
2459921.760416667, A.D. 2022-Dec-08 06:15:00.0000,  9.148659304399096E+04,  3.893424410490352E+05,  2.025729172504353E+04,
2459921.802083333, A.D. 2022-Dec-08 07:15:00.0000,  8.805638907038185E+04,  3.902254364859542E+05,  2.052777713773205E+04,
2459921.843750000, A.D. 2022-Dec-08 08:15:00.0000,  8.461913022596019E+04,  3.910770952402881E+05,  2.079658133413384E+04,
2459921.885416667, A.D. 2022-Dec-08 09:15:00.0000,  8.117510289262245E+04,  3.918973723469474E+05,  2.106368361138619E+04,
2459921.927083333, A.D. 2022-Dec-08 10:15:00.0000,  7.772459352148346E+04,  3.926862252785666E+05,  2.132906342929343E+04,
2459921.968750000, A.D. 2022-Dec-08 11:15:00.0000,  7.426788861312793E+04,  3.934436139404663E+05,  2.159270041121249E+04,
2459922.010416667, A.D. 2022-Dec-08 12:15:00.0000,  7.080527469799445E+04,  3.941695006654671E+05,  2.185457434492055E+04,
2459922.052083333, A.D. 2022-Dec-08 13:15:00.0000,  6.733703831689354E+04,  3.948638502085585E+05,  2.211466518346319E+04,
2459922.093750000, A.D. 2022-Dec-08 14:15:00.0000,  6.386346600166141E+04,  3.955266297414251E+05,  2.237295304598555E+04,
2459922.135416667, A.D. 2022-Dec-08 15:15:00.0000,  6.038484425595053E+04,  3.961578088468303E+05,  2.262941821854410E+04,
2459922.177083333, A.D. 2022-Dec-08 16:15:00.0000,  5.690145953615868E+04,  3.967573595128636E+05,  2.288404115490089E+04,
2459922.218750000, A.D. 2022-Dec-08 17:15:00.0000,  5.341359823249724E+04,  3.973252561270528E+05,  2.313680247729964E+04,
2459922.260416667, A.D. 2022-Dec-08 18:15:00.0000,  4.992154665020067E+04,  3.978614754703416E+05,  2.338768297722391E+04,
2459922.302083333, A.D. 2022-Dec-08 19:15:00.0000,  4.642559099087794E+04,  3.983659967109386E+05,  2.363666361613700E+04,
2459922.343750000, A.D. 2022-Dec-08 20:15:00.0000,  4.292601733400705E+04,  3.988388013980387E+05,  2.388372552620497E+04,
2459922.385416667, A.D. 2022-Dec-08 21:15:00.0000,  3.942311161857402E+04,  3.992798734554187E+05,  2.412885001100125E+04,
2459922.427083333, A.D. 2022-Dec-08 22:15:00.0000,  3.591715962485716E+04,  3.996891991749126E+05,  2.437201854619395E+04,
2459922.468750000, A.D. 2022-Dec-08 23:15:00.0000,  3.240844695635779E+04,  4.000667672097659E+05,  2.461321278021618E+04,
2459922.510416667, A.D. 2022-Dec-09 00:15:00.0000,  2.889725902187828E+04,  4.004125685678748E+05,  2.485241453491850E+04,
2459922.552083333, A.D. 2022-Dec-09 01:15:00.0000,  2.538388101774829E+04,  4.007265966049108E+05,  2.508960580620481E+04,
2459922.593750000, A.D. 2022-Dec-09 02:15:00.0000,  2.186859791020016E+04,  4.010088470173353E+05,  2.532476876465103E+04,
2459922.635416667, A.D. 2022-Dec-09 03:15:00.0000,  1.835169441789419E+04,  4.012593178353050E+05,  2.555788575610670E+04,
2459922.677083333, A.D. 2022-Dec-09 04:15:00.0000,  1.483345499459452E+04,  4.014780094154736E+05,  2.578893930228052E+04,
2459922.718750000, A.D. 2022-Dec-09 05:15:00.0000,  1.131416381199639E+04,  4.016649244336900E+05,  2.601791210130858E+04,
2459922.760416667, A.D. 2022-Dec-09 06:15:00.0000,  7.794104742705292E+03,  4.018200678775975E+05,  2.624478702830689E+04,
2459922.802083333, A.D. 2022-Dec-09 07:15:00.0000,  4.273561343368759E+03,  4.019434470391369E+05,  2.646954713590723E+04,
2459922.843750000, A.D. 2022-Dec-09 08:15:00.0000,  7.528168379610817E+02,  4.020350715069548E+05,  2.669217565477715E+04,
2459922.885416667, A.D. 2022-Dec-09 09:15:00.0000, -2.767845898778315E+03,  4.020949531587228E+05,  2.691265599412422E+04,
2459922.927083333, A.D. 2022-Dec-09 10:15:00.0000, -6.288144357752642E+03,  4.021231061533678E+05,  2.713097174218405E+04,
2459922.968750000, A.D. 2022-Dec-09 11:15:00.0000, -9.807796411761197E+03,  4.021195469232173E+05,  2.734710666669329E+04,
2459923.010416667, A.D. 2022-Dec-09 12:15:00.0000, -1.332652033159821E+04,  4.020842941660641E+05,  2.756104471534721E+04,
2459923.052083333, A.D. 2022-Dec-09 13:15:00.0000, -1.684403480199696E+04,  4.020173688371507E+05,  2.777277001624179E+04,
2459923.093750000, A.D. 2022-Dec-09 14:15:00.0000, -2.036005893741874E+04,  4.019187941410780E+05,  2.798226687830116E+04,
2459923.135416667, A.D. 2022-Dec-09 15:15:00.0000, -2.387431229768684E+04,  4.017885955236422E+05,  2.818951979168973E+04,
2459923.177083333, A.D. 2022-Dec-09 16:15:00.0000, -2.738651490346527E+04,  4.016268006635997E+05,  2.839451342821078E+04,
2459923.218750000, A.D. 2022-Dec-09 17:15:00.0000, -3.089638725158230E+04,  4.014334394643658E+05,  2.859723264168930E+04,
2459923.260416667, A.D. 2022-Dec-09 18:15:00.0000, -3.440365033019896E+04,  4.012085440456503E+05,  2.879766246834176E+04,
2459923.302083333, A.D. 2022-Dec-09 19:15:00.0000, -3.790802563382236E+04,  4.009521487350300E+05,  2.899578812713106E+04,
2459923.343750000, A.D. 2022-Dec-09 20:15:00.0000, -4.140923517816427E+04,  4.006642900594639E+05,  2.919159502010857E+04,
2459923.385416667, A.D. 2022-Dec-09 21:15:00.0000, -4.490700151484512E+04,  4.003450067367535E+05,  2.938506873274152E+04,
2459923.427083333, A.D. 2022-Dec-09 22:15:00.0000, -4.840104774594357E+04,  3.999943396669505E+05,  2.957619503422815E+04,
2459923.468750000, A.D. 2022-Dec-09 23:15:00.0000, -5.189109753839214E+04,  3.996123319237145E+05,  2.976495987779897E+04,
2459923.510416667, A.D. 2022-Dec-10 00:15:00.0000, -5.537687513821941E+04,  3.991990287456249E+05,  2.995134940100543E+04,
2459923.552083333, A.D. 2022-Dec-10 01:15:00.0000, -5.885810538463882E+04,  3.987544775274495E+05,  3.013534992599578E+04,
2459923.593750000, A.D. 2022-Dec-10 02:15:00.0000, -6.233451372398532E+04,  3.982787278113717E+05,  3.031694795977880E+04,
2459923.635416667, A.D. 2022-Dec-10 03:15:00.0000, -6.580582622349968E+04,  3.977718312781807E+05,  3.049613019447477E+04,
2459923.677083333, A.D. 2022-Dec-10 04:15:00.0000, -6.927176958496142E+04,  3.972338417384266E+05,  3.067288350755497E+04,
2459923.718750000, A.D. 2022-Dec-10 05:15:00.0000, -7.273207115817169E+04,  3.966648151235433E+05,  3.084719496206919E+04,
2459923.760416667, A.D. 2022-Dec-10 06:15:00.0000, -7.618645895428545E+04,  3.960648094769432E+05,  3.101905180686171E+04,
2459923.802083333, A.D. 2022-Dec-10 07:15:00.0000, -7.963466165899510E+04,  3.954338849450845E+05,  3.118844147677629E+04,
2459923.843750000, A.D. 2022-Dec-10 08:15:00.0000, -8.307640864556601E+04,  3.947721037685161E+05,  3.135535159284968E+04,
2459923.885416667, A.D. 2022-Dec-10 09:15:00.0000, -8.651142998772429E+04,  3.940795302729016E+05,  3.151976996249470E+04,
2459923.927083333, A.D. 2022-Dec-10 10:15:00.0000, -8.993945647239884E+04,  3.933562308600253E+05,  3.168168457967314E+04,
2459923.968750000, A.D. 2022-Dec-10 11:15:00.0000, -9.336021961231793E+04,  3.926022739987832E+05,  3.184108362505725E+04,
2459924.010416667, A.D. 2022-Dec-10 12:15:00.0000, -9.677345165846168E+04,  3.918177302161624E+05,  3.199795546618261E+04,
2459924.052083333, A.D. 2022-Dec-10 13:15:00.0000, -1.001788856123716E+05,  3.910026720882102E+05,  3.215228865759028E+04,
2459924.093750000, A.D. 2022-Dec-10 14:15:00.0000, -1.035762552383186E+05,  3.901571742309962E+05,  3.230407194095990E+04,
2459924.135416667, A.D. 2022-Dec-10 15:15:00.0000, -1.069652950753300E+05,  3.892813132915718E+05,  3.245329424523321E+04,
2459924.177083333, A.D. 2022-Dec-10 16:15:00.0000, -1.103457404490785E+05,  3.883751679389257E+05,  3.259994468672902E+04,
2459924.218750000, A.D. 2022-Dec-10 17:15:00.0000, -1.137173274836317E+05,  3.874388188549430E+05,  3.274401256924917E+04,
2459924.260416667, A.D. 2022-Dec-10 18:15:00.0000, -1.170797931130674E+05,  3.864723487253669E+05,  3.288548738417594E+04,
2459924.302083333, A.D. 2022-Dec-10 19:15:00.0000, -1.204328750929521E+05,  3.854758422307656E+05,  3.302435881056168E+04,
2459924.343750000, A.D. 2022-Dec-10 20:15:00.0000, -1.237763120116876E+05,  3.844493860375106E+05,  3.316061671521017E+04,
2459924.385416667, A.D. 2022-Dec-10 21:15:00.0000, -1.271098433017255E+05,  3.833930687887640E+05,  3.329425115275037E+04,
2459924.427083333, A.D. 2022-Dec-10 22:15:00.0000, -1.304332092506511E+05,  3.823069810954806E+05,  3.342525236570288E+04,
2459924.468750000, A.D. 2022-Dec-10 23:15:00.0000, -1.337461510121403E+05,  3.811912155274264E+05,  3.355361078453925E+04,
2459924.510416667, A.D. 2022-Dec-11 00:15:00.0000, -1.370484106167883E+05,  3.800458666042155E+05,  3.367931702773439E+04,
2459924.552083333, A.D. 2022-Dec-11 01:15:00.0000, -1.403397309828147E+05,  3.788710307863671E+05,  3.380236190181243E+04,
2459924.593750000, A.D. 2022-Dec-11 02:15:00.0000, -1.436198559266453E+05,  3.776668064663869E+05,  3.392273640138633E+04,
2459924.635416667, A.D. 2022-Dec-11 03:15:00.0000, -1.468885301733724E+05,  3.764332939598740E+05,  3.404043170919133E+04,
2459924.677083333, A.D. 2022-Dec-11 04:15:00.0000, -1.501454993670972E+05,  3.751705954966561E+05,  3.415543919611274E+04,
2459924.718750000, A.D. 2022-Dec-11 05:15:00.0000, -1.533905100811542E+05,  3.738788152119537E+05,  3.426775042120821E+04,
2459924.760416667, A.D. 2022-Dec-11 06:15:00.0000, -1.566233098282203E+05,  3.725580591375773E+05,  3.437735713172476E+04,
2459924.802083333, A.D. 2022-Dec-11 07:15:00.0000, -1.598436470703120E+05,  3.712084351931588E+05,  3.448425126311088E+04,
2459924.843750000, A.D. 2022-Dec-11 08:15:00.0000, -1.630512712286709E+05,  3.698300531774190E+05,  3.458842493902391E+04,
2459924.885416667, A.D. 2022-Dec-11 09:15:00.0000, -1.662459326935412E+05,  3.684230247594745E+05,  3.468987047133321E+04,
2459924.927083333, A.D. 2022-Dec-11 10:15:00.0000, -1.694273828338400E+05,  3.669874634701848E+05,  3.478858036011863E+04,
2459924.968750000, A.D. 2022-Dec-11 11:15:00.0000, -1.725953740067245E+05,  3.655234846935407E+05,  3.488454729366601E+04,
2459925.010416667, A.D. 2022-Dec-11 12:15:00.0000, -1.757496595670565E+05,  3.640312056580994E+05,  3.497776414845837E+04,
2459925.052083333, A.D. 2022-Dec-11 13:15:00.0000, -1.788899938767680E+05,  3.625107454284641E+05,  3.506822398916390E+04,
2459925.093750000, A.D. 2022-Dec-11 14:15:00.0000, -1.820161323141297E+05,  3.609622248968120E+05,  3.515592006862132E+04,
2459925.135416667, A.D. 2022-Dec-11 15:15:00.0000, -1.851278312829245E+05,  3.593857667744726E+05,  3.524084582782185E+04,
2459925.177083333, A.D. 2022-Dec-11 16:15:00.0000, -1.882248482215292E+05,  3.577814955835580E+05,  3.532299489588921E+04,
2459925.218750000, A.D. 2022-Dec-11 17:15:00.0000, -1.913069416119069E+05,  3.561495376486445E+05,  3.540236109005698E+04,
$$EOE
**************************************************************************************************************************
 
TIME

  Barycentric Dynamical Time ("TDB" or T_eph) output was requested. This
continuous coordinate time is equivalent to the relativistic proper time
of a clock at rest in a reference frame co-moving with the solar system
barycenter but outside the system's gravity well. It is the independent
variable in the solar system relativistic equations of motion.

  TDB runs at a uniform rate of one SI second per second and is independent
of irregularities in Earth's rotation.
 
CALENDAR SYSTEM

  Mixed calendar mode was active such that calendar dates after AD 1582-Oct-15
(if any) are in the modern Gregorian system. Dates prior to 1582-Oct-5 (if any)
are in the Julian calendar system, which is automatically extended for dates
prior to its adoption on 45-Jan-1 BC.  The Julian calendar is useful for
matching historical dates. The Gregorian calendar more accurately corresponds
to the Earth's orbital motion and seasons. A "Gregorian-only" calendar mode is
available if such physical events are the primary interest.

REFERENCE FRAME AND COORDINATES

  Ecliptic at the standard reference epoch

    Reference epoch: J2000.0
    X-Y plane: adopted Earth orbital plane at the reference epoch
               Note: IAU76 obliquity of 84381.448 arcseconds wrt ICRF X-Y plane
    X-axis   : ICRF
    Z-axis   : perpendicular to the X-Y plane in the directional (+ or -) sense
               of Earth's north pole at the reference epoch.

  Symbol meaning:

    JDTDB    Julian Day Number, Barycentric Dynamical Time
      X      X-component of position vector (km)
      Y      Y-component of position vector (km)
      Z      Z-component of position vector (km)

ABERRATIONS AND CORRECTIONS

