            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2459908.593750000, A.D. 2022-Nov-25 02:15:00.0000, -7.584044808066481E+04, -3.550202811220976E+05, -1.905591493147948E+04,
2459908.635416667, A.D. 2022-Nov-25 03:15:00.0000, -7.201601999615267E+04, -3.557393671229204E+05, -1.934383489632542E+04,
2459908.677083333, A.D. 2022-Nov-25 04:15:00.0000, -6.818396957957483E+04, -3.564200187146774E+05, -1.962963781859657E+04,
2459908.718750000, A.D. 2022-Nov-25 05:15:00.0000, -6.434471154702303E+04, -3.570621417991116E+05, -1.991329141523225E+04,
2459908.760416667, A.D. 2022-Nov-25 06:15:00.0000, -6.049866192576061E+04, -3.576656472202445E+05, -2.019476365616854E+04,
2459908.802083333, A.D. 2022-Nov-25 07:15:00.0000, -5.664623798304539E+04, -3.582304507859475E+05, -2.047402277025106E+04,
2459908.843750000, A.D. 2022-Nov-25 08:15:00.0000, -5.278785815453956E+04, -3.587564732882130E+05, -2.075103725108549E+04,
2459908.885416667, A.D. 2022-Nov-25 09:15:00.0000, -4.892394197233659E+04, -3.592436405221149E+05, -2.102577586282362E+04,
2459908.927083333, A.D. 2022-Nov-25 10:15:00.0000, -4.505490999263478E+04, -3.596918833034531E+05, -2.129820764588172E+04,
2459908.968750000, A.D. 2022-Nov-25 11:15:00.0000, -4.118118372308889E+04, -3.601011374850724E+05, -2.156830192258996E+04,
2459909.010416667, A.D. 2022-Nov-25 12:15:00.0000, -3.730318554987029E+04, -3.604713439718512E+05, -2.183602830276954E+04,
2459909.052083333, A.D. 2022-Nov-25 13:15:00.0000, -3.342133866446677E+04, -3.608024487343548E+05, -2.210135668923619E+04,
2459909.093750000, A.D. 2022-Nov-25 14:15:00.0000, -2.953606699025201E+04, -3.610944028211475E+05, -2.236425728322640E+04,
2459909.135416667, A.D. 2022-Nov-25 15:15:00.0000, -2.564779510885768E+04, -3.613471623697614E+05, -2.262470058974583E+04,
2459909.177083333, A.D. 2022-Nov-25 16:15:00.0000, -2.175694818637739E+04, -3.615606886163175E+05, -2.288265742283668E+04,
2459909.218750000, A.D. 2022-Nov-25 17:15:00.0000, -1.786395189943487E+04, -3.617349479037996E+05, -2.313809891076219E+04,
2459909.260416667, A.D. 2022-Nov-25 18:15:00.0000, -1.396923236114705E+04, -3.618699116889772E+05, -2.339099650110639E+04,
2459909.302083333, A.D. 2022-Nov-25 19:15:00.0000, -1.007321604701339E+04, -3.619655565479793E+05, -2.364132196578689E+04,
2459909.343750000, A.D. 2022-Nov-25 20:15:00.0000, -6.176329720762053E+03, -3.620218641805187E+05, -2.388904740597944E+04,
2459909.385416667, A.D. 2022-Nov-25 21:15:00.0000, -2.279000360184654E+03, -3.620388214127695E+05, -2.413414525695131E+04,
2459909.427083333, A.D. 2022-Nov-25 22:15:00.0000,  1.618344917010436E+03, -3.620164201988988E+05, -2.437658829280300E+04,
2459909.468750000, A.D. 2022-Nov-25 23:15:00.0000,  5.515278927294929E+03, -3.619546576212567E+05, -2.461634963111556E+04,
2459909.510416667, A.D. 2022-Nov-26 00:15:00.0000,  9.411374495337317E+03, -3.618535358892294E+05, -2.485340273750231E+04,
2459909.552083333, A.D. 2022-Nov-26 01:15:00.0000,  1.330620452790939E+04, -3.617130623367582E+05, -2.508772143006374E+04,
2459909.593750000, A.D. 2022-Nov-26 02:15:00.0000,  1.719934208765180E+04, -3.615332494185333E+05, -2.531927988374325E+04,
2459909.635416667, A.D. 2022-Nov-26 03:15:00.0000,  2.109036046666983E+04, -3.613141147048654E+05, -2.554805263458332E+04,
2459909.677083333, A.D. 2022-Nov-26 04:15:00.0000,  2.497883325992897E+04, -3.610556808752457E+05, -2.577401458387970E+04,
2459909.718750000, A.D. 2022-Nov-26 05:15:00.0000,  2.886433443842159E+04, -3.607579757106006E+05, -2.599714100223337E+04,
2459909.760416667, A.D. 2022-Nov-26 06:15:00.0000,  3.274643842207575E+04, -3.604210320842509E+05, -2.621740753349799E+04,
2459909.802083333, A.D. 2022-Nov-26 07:15:00.0000,  3.662472015237743E+04, -3.600448879515842E+05, -2.643479019862325E+04,
2459909.843750000, A.D. 2022-Nov-26 08:15:00.0000,  4.049875516467823E+04, -3.596295863384526E+05, -2.664926539939105E+04,
2459909.885416667, A.D. 2022-Nov-26 09:15:00.0000,  4.436811966016082E+04, -3.591751753283053E+05, -2.686080992204529E+04,
2459909.927083333, A.D. 2022-Nov-26 10:15:00.0000,  4.823239057743450E+04, -3.586817080480686E+05, -2.706940094081349E+04,
2459909.968750000, A.D. 2022-Nov-26 11:15:00.0000,  5.209114566373447E+04, -3.581492426527865E+05, -2.727501602131956E+04,
2459910.010416667, A.D. 2022-Nov-26 12:15:00.0000,  5.594396354569800E+04, -3.575778423090345E+05, -2.747763312388695E+04,
2459910.052083333, A.D. 2022-Nov-26 13:15:00.0000,  5.979042379969165E+04, -3.569675751771200E+05, -2.767723060673162E+04,
2459910.093750000, A.D. 2022-Nov-26 14:15:00.0000,  6.363010702166437E+04, -3.563185143920857E+05, -2.787378722904432E+04,
2459910.135416667, A.D. 2022-Nov-26 15:15:00.0000,  6.746259489650115E+04, -3.556307380435289E+05, -2.806728215396078E+04,
2459910.177083333, A.D. 2022-Nov-26 16:15:00.0000,  7.128747026685320E+04, -3.549043291542546E+05, -2.825769495142126E+04,
2459910.218750000, A.D. 2022-Nov-26 17:15:00.0000,  7.510431720142056E+04, -3.541393756577770E+05, -2.844500560091657E+04,
2459910.260416667, A.D. 2022-Nov-26 18:15:00.0000,  7.891272106266425E+04, -3.533359703746879E+05, -2.862919449412229E+04,
2459910.302083333, A.D. 2022-Nov-26 19:15:00.0000,  8.271226857392468E+04, -3.524942109879084E+05, -2.881024243742022E+04,
2459910.343750000, A.D. 2022-Nov-26 20:15:00.0000,  8.650254788592496E+04, -3.516142000168417E+05, -2.898813065430640E+04,
2459910.385416667, A.D. 2022-Nov-26 21:15:00.0000,  9.028314864263711E+04, -3.506960447904470E+05, -2.916284078768654E+04,
2459910.427083333, A.D. 2022-Nov-26 22:15:00.0000,  9.405366204649047E+04, -3.497398574192517E+05, -2.933435490205817E+04,
2459910.468750000, A.D. 2022-Nov-26 23:15:00.0000,  9.781368092290219E+04, -3.487457547663219E+05, -2.950265548557967E+04,
2459910.510416667, A.D. 2022-Nov-27 00:15:00.0000,  1.015627997841101E+05, -3.477138584172117E+05, -2.966772545202672E+04,
2459910.552083333, A.D. 2022-Nov-27 01:15:00.0000,  1.053006148922889E+05, -3.466442946489107E+05, -2.982954814263542E+04,
2459910.593750000, A.D. 2022-Nov-27 02:15:00.0000,  1.090267243219319E+05, -3.455371943978101E+05, -2.998810732783370E+04,
2459910.635416667, A.D. 2022-Nov-27 03:15:00.0000,  1.127407280214801E+05, -3.443926932267094E+05, -3.014338720885993E+04,
2459910.677083333, A.D. 2022-Nov-27 04:15:00.0000,  1.164422278741816E+05, -3.432109312908838E+05, -3.029537241926980E+04,
2459910.718750000, A.D. 2022-Nov-27 05:15:00.0000,  1.201308277581662E+05, -3.419920533032352E+05, -3.044404802633218E+04,
2459910.760416667, A.D. 2022-Nov-27 06:15:00.0000,  1.238061336057181E+05, -3.407362084985462E+05, -3.058939953231392E+04,
2459910.802083333, A.D. 2022-Nov-27 07:15:00.0000,  1.274677534617325E+05, -3.394435505968638E+05, -3.073141287565419E+04,
2459910.843750000, A.D. 2022-Nov-27 08:15:00.0000,  1.311152975413424E+05, -3.381142377660286E+05, -3.087007443202948E+04,
2459910.885416667, A.D. 2022-Nov-27 09:15:00.0000,  1.347483782867009E+05, -3.367484325833793E+05, -3.100537101530924E+04,
2459910.927083333, A.D. 2022-Nov-27 10:15:00.0000,  1.383666104229075E+05, -3.353463019966489E+05, -3.113728987840365E+04,
2459910.968750000, A.D. 2022-Nov-27 11:15:00.0000,  1.419696110130648E+05, -3.339080172840802E+05, -3.126581871400366E+04,
2459911.010416667, A.D. 2022-Nov-27 12:15:00.0000,  1.455569995124557E+05, -3.324337540137807E+05, -3.139094565521448E+04,
2459911.052083333, A.D. 2022-Nov-27 13:15:00.0000,  1.491283978218290E+05, -3.309236920023417E+05, -3.151265927608320E+04,
2459911.093750000, A.D. 2022-Nov-27 14:15:00.0000,  1.526834303397837E+05, -3.293780152727449E+05, -3.163094859202190E+04,
2459911.135416667, A.D. 2022-Nov-27 15:15:00.0000,  1.562217240142441E+05, -3.277969120115774E+05, -3.174580306012697E+04,
2459911.177083333, A.D. 2022-Nov-27 16:15:00.0000,  1.597429083930139E+05, -3.261805745255836E+05, -3.185721257939504E+04,
2459911.218750000, A.D. 2022-Nov-27 17:15:00.0000,  1.632466156734043E+05, -3.245291991975711E+05, -3.196516749083839E+04,
2459911.260416667, A.D. 2022-Nov-27 18:15:00.0000,  1.667324807509269E+05, -3.228429864417002E+05, -3.206965857749851E+04,
2459911.302083333, A.D. 2022-Nov-27 19:15:00.0000,  1.702001412670457E+05, -3.211221406581756E+05, -3.217067706436133E+04,
2459911.343750000, A.D. 2022-Nov-27 20:15:00.0000,  1.736492376559811E+05, -3.193668701873664E+05, -3.226821461817376E+04,
2459911.385416667, A.D. 2022-Nov-27 21:15:00.0000,  1.770794131905622E+05, -3.175773872633777E+05, -3.236226334716337E+04,
2459911.427083333, A.D. 2022-Nov-27 22:15:00.0000,  1.804903140271205E+05, -3.157539079670956E+05, -3.245281580066253E+04,
2459911.468750000, A.D. 2022-Nov-27 23:15:00.0000,  1.838815892494227E+05, -3.138966521787305E+05, -3.253986496863817E+04,
2459911.510416667, A.D. 2022-Nov-28 00:15:00.0000,  1.872528909116382E+05, -3.120058435298812E+05, -3.262340428112840E+04,
2459911.552083333, A.D. 2022-Nov-28 01:15:00.0000,  1.906038740803385E+05, -3.100817093551419E+05, -3.270342760758787E+04,
2459911.593750000, A.D. 2022-Nov-28 02:15:00.0000,  1.939341968755273E+05, -3.081244806432768E+05, -3.277992925614258E+04,
2459911.635416667, A.D. 2022-Nov-28 03:15:00.0000,  1.972435205106972E+05, -3.061343919879834E+05, -3.285290397275604E+04,
2459911.677083333, A.D. 2022-Nov-28 04:15:00.0000,  2.005315093319149E+05, -3.041116815382684E+05, -3.292234694030827E+04,
2459911.718750000, A.D. 2022-Nov-28 05:15:00.0000,  2.037978308559322E+05, -3.020565909484565E+05, -3.298825377758864E+04,
2459911.760416667, A.D. 2022-Nov-28 06:15:00.0000,  2.070421558073241E+05, -2.999693653278571E+05, -3.305062053820482E+04,
2459911.802083333, A.D. 2022-Nov-28 07:15:00.0000,  2.102641581546537E+05, -2.978502531901083E+05, -3.310944370940834E+04,
2459911.843750000, A.D. 2022-Nov-28 08:15:00.0000,  2.134635151456661E+05, -2.956995064022213E+05, -3.316472021083956E+04,
2459911.885416667, A.D. 2022-Nov-28 09:15:00.0000,  2.166399073415118E+05, -2.935173801333462E+05, -3.321644739319234E+04,
2459911.927083333, A.D. 2022-Nov-28 10:15:00.0000,  2.197930186500031E+05, -2.913041328032803E+05, -3.326462303680087E+04,
2459911.968750000, A.D. 2022-Nov-28 11:15:00.0000,  2.229225363579049E+05, -2.890600260307400E+05, -3.330924535014995E+04,
2459912.010416667, A.D. 2022-Nov-28 12:15:00.0000,  2.260281511622643E+05, -2.867853245814177E+05, -3.335031296831013E+04,
2459912.052083333, A.D. 2022-Nov-28 13:15:00.0000,  2.291095572007816E+05, -2.844802963158418E+05, -3.338782495129980E+04,
2459912.093750000, A.D. 2022-Nov-28 14:15:00.0000,  2.321664520812278E+05, -2.821452121370631E+05, -3.342178078237516E+04,
2459912.135416667, A.D. 2022-Nov-28 15:15:00.0000,  2.351985369099127E+05, -2.797803459381839E+05, -3.345218036625042E+04,
2459912.177083333, A.D. 2022-Nov-28 16:15:00.0000,  2.382055163192078E+05, -2.773859745497528E+05, -3.347902402724940E+04,
2459912.218750000, A.D. 2022-Nov-28 17:15:00.0000,  2.411870984941322E+05, -2.749623776870408E+05, -3.350231250739026E+04,
2459912.260416667, A.D. 2022-Nov-28 18:15:00.0000,  2.441429951980035E+05, -2.725098378972203E+05, -3.352204696440506E+04,
2459912.302083333, A.D. 2022-Nov-28 19:15:00.0000,  2.470729217971634E+05, -2.700286405064645E+05, -3.353822896969567E+04,
2459912.343750000, A.D. 2022-Nov-28 20:15:00.0000,  2.499765972847826E+05, -2.675190735669839E+05, -3.355086050622808E+04,
2459912.385416667, A.D. 2022-Nov-28 21:15:00.0000,  2.528537443037533E+05, -2.649814278040214E+05, -3.355994396636593E+04,
2459912.427083333, A.D. 2022-Nov-28 22:15:00.0000,  2.557040891686750E+05, -2.624159965628182E+05, -3.356548214964605E+04,
2459912.468750000, A.D. 2022-Nov-28 23:15:00.0000,  2.585273618869445E+05, -2.598230757555731E+05, -3.356747826049651E+04,
2459912.510416667, A.D. 2022-Nov-29 00:15:00.0000,  2.613232961789536E+05, -2.572029638084069E+05, -3.356593590589939E+04,
2459912.552083333, A.D. 2022-Nov-29 01:15:00.0000,  2.640916294973843E+05, -2.545559616083164E+05, -3.356085909299624E+04,
2459912.593750000, A.D. 2022-Nov-29 02:15:00.0000,  2.668321030456543E+05, -2.518823724502196E+05, -3.355225222664625E+04,
2459912.635416667, A.D. 2022-Nov-29 03:15:00.0000,  2.695444617955059E+05, -2.491825019840417E+05, -3.354012010693346E+04,
2459912.677083333, A.D. 2022-Nov-29 04:15:00.0000,  2.722284545037220E+05, -2.464566581618542E+05, -3.352446792662269E+04,
2459912.718750000, A.D. 2022-Nov-29 05:15:00.0000,  2.748838337279983E+05, -2.437051511851052E+05, -3.350530126856883E+04,
2459912.760416667, A.D. 2022-Nov-29 06:15:00.0000,  2.775103558419792E+05, -2.409282934519476E+05, -3.348262610308011E+04,
2459912.802083333, A.D. 2022-Nov-29 07:15:00.0000,  2.801077810494665E+05, -2.381263995046790E+05, -3.345644878523705E+04,
2459912.843750000, A.D. 2022-Nov-29 08:15:00.0000,  2.826758733978109E+05, -2.352997859773071E+05, -3.342677605216861E+04,
2459912.885416667, A.D. 2022-Nov-29 09:15:00.0000,  2.852144007904958E+05, -2.324487715432526E+05, -3.339361502028706E+04,
2459912.927083333, A.D. 2022-Nov-29 10:15:00.0000,  2.877231349989255E+05, -2.295736768632041E+05, -3.335697318248285E+04,
2459912.968750000, A.D. 2022-Nov-29 11:15:00.0000,  2.902018516734259E+05, -2.266748245331349E+05, -3.331685840528145E+04,
2459913.010416667, A.D. 2022-Nov-29 12:15:00.0000,  2.926503303534702E+05, -2.237525390324959E+05, -3.327327892596292E+04,
2459913.052083333, A.D. 2022-Nov-29 13:15:00.0000,  2.950683544771387E+05, -2.208071466725938E+05, -3.322624334964670E+04,
2459913.093750000, A.D. 2022-Nov-29 14:15:00.0000,  2.974557113898254E+05, -2.178389755451685E+05, -3.317576064634154E+04,
2459913.135416667, A.D. 2022-Nov-29 15:15:00.0000,  2.998121923522005E+05, -2.148483554711767E+05, -3.312184014796387E+04,
2459913.177083333, A.D. 2022-Nov-29 16:15:00.0000,  3.021375925474415E+05, -2.118356179497961E+05, -3.306449154532401E+04,
2459913.218750000, A.D. 2022-Nov-29 17:15:00.0000,  3.044317110877424E+05, -2.088010961076561E+05, -3.300372488508336E+04,
2459913.260416667, A.D. 2022-Nov-29 18:15:00.0000,  3.066943510201140E+05, -2.057451246483087E+05, -3.293955056668266E+04,
2459913.302083333, A.D. 2022-Nov-29 19:15:00.0000,  3.089253193314853E+05, -2.026680398019441E+05, -3.287197933924335E+04,
2459913.343750000, A.D. 2022-Nov-29 20:15:00.0000,  3.111244269531172E+05, -1.995701792753644E+05, -3.280102229844297E+04,
2459913.385416667, A.D. 2022-Nov-29 21:15:00.0000,  3.132914887643420E+05, -1.964518822022205E+05, -3.272669088336614E+04,
2459913.427083333, A.D. 2022-Nov-29 22:15:00.0000,  3.154263235956363E+05, -1.933134890935218E+05, -3.264899687333219E+04,
2459913.468750000, A.D. 2022-Nov-29 23:15:00.0000,  3.175287542310436E+05, -1.901553417884255E+05, -3.256795238470079E+04,
2459913.510416667, A.D. 2022-Nov-30 00:15:00.0000,  3.195986074099525E+05, -1.869777834053147E+05, -3.248356986765672E+04,
2459913.552083333, A.D. 2022-Nov-30 01:15:00.0000,  3.216357138282474E+05, -1.837811582931691E+05, -3.239586210297496E+04,
2459913.593750000, A.D. 2022-Nov-30 02:15:00.0000,  3.236399081388392E+05, -1.805658119832383E+05, -3.230484219876764E+04,
2459913.635416667, A.D. 2022-Nov-30 03:15:00.0000,  3.256110289515890E+05, -1.773320911410218E+05, -3.221052358721303E+04,
2459913.677083333, A.D. 2022-Nov-30 04:15:00.0000,  3.275489188326359E+05, -1.740803435185621E+05, -3.211292002126902E+04,
2459913.718750000, A.D. 2022-Nov-30 05:15:00.0000,  3.294534243031409E+05, -1.708109179070579E+05, -3.201204557137107E+04,
2459913.760416667, A.D. 2022-Nov-30 06:15:00.0000,  3.313243958374566E+05, -1.675241640897999E+05, -3.190791462211614E+04,
2459913.802083333, A.D. 2022-Nov-30 07:15:00.0000,  3.331616878607356E+05, -1.642204327954376E+05, -3.180054186893391E+04,
2459913.843750000, A.D. 2022-Nov-30 08:15:00.0000,  3.349651587459882E+05, -1.609000756515791E+05, -3.168994231474560E+04,
2459913.885416667, A.D. 2022-Nov-30 09:15:00.0000,  3.367346708105999E+05, -1.575634451387294E+05, -3.157613126661216E+04,
2459913.927083333, A.D. 2022-Nov-30 10:15:00.0000,  3.384700903123204E+05, -1.542108945445716E+05, -3.145912433237232E+04,
2459913.968750000, A.D. 2022-Nov-30 11:15:00.0000,  3.401712874447356E+05, -1.508427779185937E+05, -3.133893741727156E+04,
2459914.010416667, A.D. 2022-Nov-30 12:15:00.0000,  3.418381363322320E+05, -1.474594500270660E+05, -3.121558672058301E+04,
2459914.052083333, A.D. 2022-Nov-30 13:15:00.0000,  3.434705150244650E+05, -1.440612663083709E+05, -3.108908873222092E+04,
2459914.093750000, A.D. 2022-Nov-30 14:15:00.0000,  3.450683054903430E+05, -1.406485828286887E+05, -3.095946022934799E+04,
2459914.135416667, A.D. 2022-Nov-30 15:15:00.0000,  3.466313936115348E+05, -1.372217562380430E+05, -3.082671827297710E+04,
2459914.177083333, A.D. 2022-Nov-30 16:15:00.0000,  3.481596691755151E+05, -1.337811437267057E+05, -3.069088020456821E+04,
2459914.218750000, A.D. 2022-Nov-30 17:15:00.0000,  3.496530258681537E+05, -1.303271029819670E+05, -3.055196364262157E+04,
2459914.260416667, A.D. 2022-Nov-30 18:15:00.0000,  3.511113612658624E+05, -1.268599921452695E+05, -3.040998647926758E+04,
2459914.302083333, A.D. 2022-Nov-30 19:15:00.0000,  3.525345768273080E+05, -1.233801697697102E+05, -3.026496687685452E+04,
2459914.343750000, A.D. 2022-Nov-30 20:15:00.0000,  3.539225778847011E+05, -1.198879947779104E+05, -3.011692326453443E+04,
2459914.385416667, A.D. 2022-Nov-30 21:15:00.0000,  3.552752736346720E+05, -1.163838264202560E+05, -2.996587433484810E+04,
2459914.427083333, A.D. 2022-Nov-30 22:15:00.0000,  3.565925771287414E+05, -1.128680242335083E+05, -2.981183904030995E+04,
2459914.468750000, A.D. 2022-Nov-30 23:15:00.0000,  3.578744052633976E+05, -1.093409479997867E+05, -2.965483658999306E+04,
2459914.510416667, A.D. 2022-Dec-01 00:15:00.0000,  3.591206787697878E+05, -1.058029577059239E+05, -2.949488644611555E+04,
2459914.552083333, A.D. 2022-Dec-01 01:15:00.0000,  3.603313222030342E+05, -1.022544135031940E+05, -2.933200832062833E+04,
2459914.593750000, A.D. 2022-Dec-01 02:15:00.0000,  3.615062639311826E+05, -9.869567566741336E+04, -2.916622217180528E+04,
2459914.635416667, A.D. 2022-Dec-01 03:15:00.0000,  3.626454361237945E+05, -9.512710455941570E+04, -2.899754820083625E+04,
2459914.677083333, A.D. 2022-Dec-01 04:15:00.0000,  3.637487747401891E+05, -9.154906058589929E+04, -2.882600684842334E+04,
2459914.718750000, A.D. 2022-Dec-01 05:15:00.0000,  3.648162195173456E+05, -8.796190416064793E+04, -2.865161879138120E+04,
2459914.760416667, A.D. 2022-Dec-01 06:15:00.0000,  3.658477139574744E+05, -8.436599566612419E+04, -2.847440493924171E+04,
2459914.802083333, A.D. 2022-Dec-01 07:15:00.0000,  3.668432053152639E+05, -8.076169541543481E+04, -2.829438643086356E+04,
2459914.843750000, A.D. 2022-Dec-01 08:15:00.0000,  3.678026445848133E+05, -7.714936361466747E+04, -2.811158463104728E+04,
2459914.885416667, A.D. 2022-Dec-01 09:15:00.0000,  3.687259864862578E+05, -7.352936032559823E+04, -2.792602112715600E+04,
2459914.927083333, A.D. 2022-Dec-01 10:15:00.0000,  3.696131894520944E+05, -6.990204542876838E+04, -2.773771772574257E+04,
2459914.968750000, A.D. 2022-Dec-01 11:15:00.0000,  3.704642156132177E+05, -6.626777858693003E+04, -2.754669644918340E+04,
2459915.010416667, A.D. 2022-Dec-01 12:15:00.0000,  3.712790307846698E+05, -6.262691920885890E+04, -2.735297953231924E+04,
2459915.052083333, A.D. 2022-Dec-01 13:15:00.0000,  3.720576044511159E+05, -5.897982641353337E+04, -2.715658941910364E+04,
2459915.093750000, A.D. 2022-Dec-01 14:15:00.0000,  3.727999097520493E+05, -5.532685899467794E+04, -2.695754875925897E+04,
2459915.135416667, A.D. 2022-Dec-01 15:15:00.0000,  3.735059234667353E+05, -5.166837538566986E+04, -2.675588040494090E+04,
2459915.177083333, A.D. 2022-Dec-01 16:15:00.0000,  3.741756259988993E+05, -4.800473362480748E+04, -2.655160740741116E+04,
2459915.218750000, A.D. 2022-Dec-01 17:15:00.0000,  3.748090013611675E+05, -4.433629132093818E+04, -2.634475301371926E+04,
2459915.260416667, A.D. 2022-Dec-01 18:15:00.0000,  3.754060371592647E+05, -4.066340561944449E+04, -2.613534066339322E+04,
2459915.302083333, A.D. 2022-Dec-01 19:15:00.0000,  3.759667245759785E+05, -3.698643316858632E+04, -2.592339398513984E+04,
2459915.343750000, A.D. 2022-Dec-01 20:15:00.0000,  3.764910583548929E+05, -3.330573008619765E+04, -2.570893679355440E+04,
2459915.385416667, A.D. 2022-Dec-01 21:15:00.0000,  3.769790367839007E+05, -2.962165192673527E+04, -2.549199308584060E+04,
2459915.427083333, A.D. 2022-Dec-01 22:15:00.0000,  3.774306616784978E+05, -2.593455364867793E+04, -2.527258703854039E+04,
2459915.468750000, A.D. 2022-Dec-01 23:15:00.0000,  3.778459383648678E+05, -2.224478958227358E+04, -2.505074300427434E+04,
2459915.510416667, A.D. 2022-Dec-02 00:15:00.0000,  3.782248756627607E+05, -1.855271339763248E+04, -2.482648550849252E+04,
2459915.552083333, A.D. 2022-Dec-02 01:15:00.0000,  3.785674858681720E+05, -1.485867807316435E+04, -2.459983924623631E+04,
2459915.593750000, A.D. 2022-Dec-02 02:15:00.0000,  3.788737847358284E+05, -1.116303586435654E+04, -2.437082907891113E+04,
2459915.635416667, A.D. 2022-Dec-02 03:15:00.0000,  3.791437914614829E+05, -7.466138272892147E+03, -2.413948003107028E+04,
2459915.677083333, A.D. 2022-Dec-02 04:15:00.0000,  3.793775286640277E+05, -3.768336016104491E+03, -2.390581728721027E+04,
2459915.718750000, A.D. 2022-Dec-02 05:15:00.0000,  3.795750223674275E+05, -6.997899676629095E+01, -2.366986618857750E+04,
2459915.760416667, A.D. 2022-Dec-02 06:15:00.0000,  3.797363019824782E+05,  3.628583726788712E+03, -2.343165222998675E+04,
2459915.802083333, A.D. 2022-Dec-02 07:15:00.0000,  3.798614002883976E+05,  7.327003970214491E+03, -2.319120105665132E+04,
2459915.843750000, A.D. 2022-Dec-02 08:15:00.0000,  3.799503534142497E+05,  1.102493445237399E+04, -2.294853846102508E+04,
2459915.885416667, A.D. 2022-Dec-02 09:15:00.0000,  3.800032008202101E+05,  1.472202882423533E+04, -2.270369037965665E+04,
2459915.927083333, A.D. 2022-Dec-02 10:15:00.0000,  3.800199852786741E+05,  1.841794169744545E+04, -2.245668289005556E+04,
2459915.968750000, A.D. 2022-Dec-02 11:15:00.0000,  3.800007528552136E+05,  2.211232867258351E+04, -2.220754220757086E+04,
2459916.010416667, A.D. 2022-Dec-02 12:15:00.0000,  3.799455528893859E+05,  2.580484636709661E+04, -2.195629468228180E+04,
2459916.052083333, A.D. 2022-Dec-02 13:15:00.0000,  3.798544379753986E+05,  2.949515244292007E+04, -2.170296679590116E+04,
2459916.093750000, A.D. 2022-Dec-02 14:15:00.0000,  3.797274639426342E+05,  3.318290563378502E+04, -2.144758515869085E+04,
2459916.135416667, A.D. 2022-Dec-02 15:15:00.0000,  3.795646898360382E+05,  3.686776577221505E+04, -2.119017650639025E+04,
2459916.177083333, A.D. 2022-Dec-02 16:15:00.0000,  3.793661778963742E+05,  4.054939381621538E+04, -2.093076769715711E+04,
2459916.218750000, A.D. 2022-Dec-02 17:15:00.0000,  3.791319935403502E+05,  4.422745187565562E+04, -2.066938570852111E+04,
2459916.260416667, A.D. 2022-Dec-02 18:15:00.0000,  3.788622053406173E+05,  4.790160323834971E+04, -2.040605763435009E+04,
2459916.302083333, A.D. 2022-Dec-02 19:15:00.0000,  3.785568850056471E+05,  5.157151239583448E+04, -2.014081068182925E+04,
2459916.343750000, A.D. 2022-Dec-02 20:15:00.0000,  3.782161073594878E+05,  5.523684506884972E+04, -1.987367216845298E+04,
2459916.385416667, A.D. 2022-Dec-02 21:15:00.0000,  3.778399503214044E+05,  5.889726823252178E+04, -1.960466951902975E+04,
2459916.427083333, A.D. 2022-Dec-02 22:15:00.0000,  3.774284948854046E+05,  6.255245014125278E+04, -1.933383026269950E+04,
2459916.468750000, A.D. 2022-Dec-02 23:15:00.0000,  3.769818250996539E+05,  6.620206035331855E+04, -1.906118202996451E+04,
2459916.510416667, A.D. 2022-Dec-03 00:15:00.0000,  3.765000280457818E+05,  6.984576975517606E+04, -1.878675254973277E+04,
2459916.552083333, A.D. 2022-Dec-03 01:15:00.0000,  3.759831938180896E+05,  7.348325058548609E+04, -1.851056964637469E+04,
2459916.593750000, A.D. 2022-Dec-03 02:15:00.0000,  3.754314155026451E+05,  7.711417645884704E+04, -1.823266123679260E+04,
2459916.635416667, A.D. 2022-Dec-03 03:15:00.0000,  3.748447891562790E+05,  8.073822238924632E+04, -1.795305532750304E+04,
2459916.677083333, A.D. 2022-Dec-03 04:15:00.0000,  3.742234137854859E+05,  8.435506481323234E+04, -1.767178001173243E+04,
2459916.718750000, A.D. 2022-Dec-03 05:15:00.0000,  3.735673913252287E+05,  8.796438161280594E+04, -1.738886346652557E+04,
2459916.760416667, A.D. 2022-Dec-03 06:15:00.0000,  3.728768266176492E+05,  9.156585213803552E+04, -1.710433394986722E+04,
2459916.802083333, A.D. 2022-Dec-03 07:15:00.0000,  3.721518273906878E+05,  9.515915722939631E+04, -1.681821979781675E+04,
2459916.843750000, A.D. 2022-Dec-03 08:15:00.0000,  3.713925042366132E+05,  9.874397923983719E+04, -1.653054942165589E+04,
2459916.885416667, A.D. 2022-Dec-03 09:15:00.0000,  3.705989705904659E+05,  1.023200020565756E+05, -1.624135130504938E+04,
2459916.927083333, A.D. 2022-Dec-03 10:15:00.0000,  3.697713427084155E+05,  1.058869111226232E+05, -1.595065400121886E+04,
2459916.968750000, A.D. 2022-Dec-03 11:15:00.0000,  3.689097396460359E+05,  1.094443934580441E+05, -1.565848613012965E+04,
2459917.010416667, A.D. 2022-Dec-03 12:15:00.0000,  3.680142832364982E+05,  1.129921376809464E+05, -1.536487637569075E+04,
2459917.052083333, A.D. 2022-Dec-03 13:15:00.0000,  3.670850980686840E+05,  1.165298340282102E+05, -1.506985348296780E+04,
2459917.093750000, A.D. 2022-Dec-03 14:15:00.0000,  3.661223114652221E+05,  1.200571743759529E+05, -1.477344625540917E+04,
